27,0.013751,371,500
25,0.013619,367,500
31,0.013459,366,500
29,0.013547,364,500
26,0.013803,363,500
30,0.014559,363,500
32,0.013578,363,500
35,0.014296,363,500
21,0.014126,362,500
19,0.014067,361,500
22,0.0139,361,500
23,0.01339,360,500
33,0.012966,360,500
34,0.013732,360,500
24,0.013762,359,500
28,0.014015,359,500
13,0.014015,358,500
15,0.014081,358,500
61,0.014182,358,500
18,0.014069,356,500
36,0.01386,356,500
58,0.013625,356,500
60,0.013838,356,500
10,0.013879,355,500
11,0.01293,355,500
17,0.014509,355,500
37,0.014019,355,500
55,0.012684,355,500
57,0.014384,355,500
62,0.013775,355,500
701,0.013017,355,500
702,0.013603,355,500
703,0.01324,355,500
704,0.013089,355,500
20,0.013854,354,500
38,0.01369,354,500
63,0.014722,354,500
66,0.015985,354,500
83,0.014277,354,500
695,0.013354,354,500
697,0.013594,354,500
699,0.013472,354,500
51,0.012984,353,500
54,0.013143,353,500
65,0.015536,353,500
67,0.01506,353,500
696,0.0138,353,500
698,0.013694,353,500
700,0.013377,353,500
705,0.013119,353,500
706,0.012791,353,500
707,0.01306,353,500
708,0.013032,353,500
710,0.013286,353,500
8,0.013377,352,500
9,0.013376,352,500
59,0.014293,352,500
64,0.013289,352,500
709,0.013529,352,500
5,0.016913,351,500
49,0.013348,351,500
52,0.014312,351,500
53,0.013331,351,500
56,0.013501,351,500
68,0.013286,351,500
69,0.014006,351,500
80,0.014333,351,500
82,0.014365,351,500
677,0.013344,351,500
678,0.013423,351,500
679,0.013589,351,500
680,0.013435,351,500
681,0.013396,351,500
682,0.013841,351,500
683,0.013698,351,500
684,0.013377,351,500
685,0.013301,351,500
686,0.013601,351,500
687,0.014567,351,500
688,0.013922,351,500
689,0.013252,351,500
690,0.013253,351,500
691,0.013382,351,500
692,0.013,351,500
693,0.013298,351,500
694,0.013562,351,500
712,0.013414,351,500
14,0.012927,350,500
50,0.013791,350,500
86,0.014137,350,500
87,0.013589,350,500
711,0.012919,350,500
713,0.014027,350,500
714,0.014624,350,500
715,0.013961,350,500
716,0.014257,350,500
717,0.013963,350,500
718,0.013893,350,500
719,0.013703,350,500
720,0.014125,350,500
3,0.013953,349,500
16,0.014523,349,500
74,0.013693,349,500
78,0.015134,349,500
84,0.013663,349,500
88,0.014265,349,500
96,0.013297,349,500
673,0.013365,349,500
721,0.014425,349,500
722,0.013478,349,500
723,0.012902,349,500
724,0.013232,349,500
725,0.013025,349,500
726,0.013847,349,500
727,0.013394,349,500
728,0.013371,349,500
729,0.012957,349,500
730,0.013734,349,500
731,0.013434,349,500
732,0.013543,349,500
733,0.013345,349,500
734,0.014356,349,500
736,0.013843,349,500
738,0.013974,349,500
739,0.013719,349,500
740,0.013003,349,500
741,0.013217,349,500
742,0.013534,349,500
70,0.013257,348,500
81,0.013724,348,500
85,0.01388,348,500
89,0.013176,348,500
91,0.012981,348,500
94,0.013239,348,500
97,0.014459,348,500
625,0.016542,348,500
626,0.013559,348,500
627,0.013181,348,500
628,0.014115,348,500
671,0.013529,348,500
672,0.013405,348,500
674,0.013734,348,500
675,0.013262,348,500
676,0.013817,348,500
735,0.014557,348,500
737,0.014565,348,500
743,0.013908,348,500
744,0.014134,348,500
747,0.013666,348,500
748,0.014203,348,500
6,0.014457,347,500
48,0.013977,347,500
72,0.01323,347,500
73,0.0135,347,500
92,0.013372,347,500
93,0.013085,347,500
95,0.013311,347,500
98,0.013246,347,500
148,0.013443,347,500
529,0.013771,347,500
530,0.013511,347,500
547,0.013169,347,500
548,0.013096,347,500
560,0.013673,347,500
605,0.013522,347,500
606,0.014381,347,500
607,0.013698,347,500
608,0.014293,347,500
609,0.014073,347,500
610,0.014003,347,500
611,0.014259,347,500
612,0.014138,347,500
613,0.012989,347,500
614,0.013011,347,500
615,0.013335,347,500
616,0.013417,347,500
617,0.01336,347,500
618,0.013358,347,500
619,0.013842,347,500
620,0.013669,347,500
621,0.013641,347,500
622,0.01357,347,500
623,0.013725,347,500
624,0.013364,347,500
631,0.013638,347,500
632,0.014163,347,500
633,0.014396,347,500
634,0.014078,347,500
635,0.01434,347,500
636,0.014478,347,500
637,0.014127,347,500
638,0.014356,347,500
639,0.014344,347,500
640,0.01329,347,500
641,0.013753,347,500
642,0.013338,347,500
643,0.012774,347,500
745,0.013368,347,500
746,0.014054,347,500
749,0.014699,347,500
750,0.013934,347,500
751,0.014438,347,500
752,0.014088,347,500
753,0.013572,347,500
754,0.013106,347,500
755,0.013704,347,500
756,0.013636,347,500
757,0.01361,347,500
758,0.014077,347,500
759,0.013783,347,500
760,0.01301,347,500
761,0.014236,347,500
762,0.013847,347,500
766,0.013531,347,500
40,0.013729,346,500
71,0.013516,346,500
90,0.013591,346,500
99,0.014614,346,500
162,0.014613,346,500
521,0.013156,346,500
527,0.014306,346,500
528,0.014179,346,500
531,0.013679,346,500
532,0.01377,346,500
533,0.013855,346,500
534,0.014061,346,500
535,0.015018,346,500
536,0.013886,346,500
543,0.012991,346,500
544,0.014089,346,500
545,0.013852,346,500
549,0.013851,346,500
550,0.013783,346,500
551,0.013511,346,500
552,0.013291,346,500
559,0.013831,346,500
562,0.013222,346,500
593,0.013578,346,500
594,0.013331,346,500
595,0.013884,346,500
596,0.013708,346,500
597,0.013764,346,500
598,0.013787,346,500
599,0.015521,346,500
600,0.013648,346,500
601,0.013628,346,500
602,0.013796,346,500
603,0.0133,346,500
604,0.013699,346,500
629,0.014181,346,500
630,0.014138,346,500
644,0.013233,346,500
645,0.013605,346,500
647,0.013686,346,500
648,0.013122,346,500
649,0.01302,346,500
650,0.013335,346,500
651,0.01309,346,500
652,0.013336,346,500
665,0.013175,346,500
667,0.01359,346,500
669,0.013743,346,500
670,0.01336,346,500
763,0.014768,346,500
764,0.013587,346,500
765,0.013443,346,500
767,0.01329,346,500
769,0.014188,346,500
770,0.013464,346,500
771,0.014294,346,500
772,0.013887,346,500
1,0.01464,345,500
12,0.014666,345,500
39,0.014366,345,500
42,0.013222,345,500
43,0.013264,345,500
47,0.013775,345,500
105,0.013619,345,500
147,0.013496,345,500
152,0.013347,345,500
159,0.013668,345,500
180,0.013166,345,500
519,0.014405,345,500
522,0.013408,345,500
523,0.01327,345,500
525,0.013575,345,500
526,0.014352,345,500
537,0.01445,345,500
